document_identifier,document_title,document_title_en,document_type,document_parliamentary_term,document_date,document_public_register_notation,document_creator_person,document_creator_organization,document_language,document_pdf,document_doc,document_answers_pdf,document_answers_doc,document_annexes_pdf,document_annexes_doc,document_ep_number,document_URI
E-8-2019-000091,Information about missing persons,Information about missing persons,Written question,8,2019-01-09,,Marijana PETIR,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000091/E-8-2019-000091_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000091/E-8-2019-000091_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000091-ASW/E-8-2019-000091-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000091-ASW/E-8-2019-000091-ASW_en.docx,,,PE632.573,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000091
E-8-2019-000087,Rescuing migrants in the Mediterranean,Rescuing migrants in the Mediterranean,Written question,8,2019-01-10,,João PIMENTA LOPES,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000087/E-8-2019-000087_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000087/E-8-2019-000087_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000087-ASW/E-8-2019-000087-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000087-ASW/E-8-2019-000087-ASW_en.docx,,,PE632.569,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000087
E-8-2019-000057,Principle of non-discrimination,Principle of non-discrimination,Written question,8,2019-01-08,,Jordi SOLÉ; Josep-Maria TERRICABRAS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000057/E-8-2019-000057_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000057/E-8-2019-000057_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000057-ASW/E-8-2019-000057-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000057-ASW/E-8-2019-000057-ASW_en.docx,,,PE632.538,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000057
E-8-2019-000034,Income averaging and taxation in the agricultural sector - rules on State aid,Income averaging and taxation in the agricultural sector - rules on State aid,Written question,8,2019-01-08,,Karl-Heinz FLORENZ,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000034/E-8-2019-000034_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000034/E-8-2019-000034_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000034-ASW/E-8-2019-000034-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000034-ASW/E-8-2019-000034-ASW_en.docx,,,PE632.515,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000034
E-8-2019-000067,Failure of the agri-food sector in Greece to benefit from the 'Juncker package',Failure of the agri-food sector in Greece to benefit from the 'Juncker package',Written question,8,2019-01-09,,Manolis KEFALOGIANNIS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000067/E-8-2019-000067_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000067/E-8-2019-000067_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000067-ASW/E-8-2019-000067-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000067-ASW/E-8-2019-000067-ASW_en.docx,,,PE632.548,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000067
E-8-2019-000045,Animal testing and clarifications on REACH and the Cosmetics Regulation,Animal testing and clarifications on REACH and the Cosmetics Regulation,Written question,8,2019-01-08,,Alex MAYER,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000045/E-8-2019-000045_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000045/E-8-2019-000045_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000044-ASW/E-8-2019-000044-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000044-ASW/E-8-2019-000044-ASW_en.docx,,,PE632.526,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000045
E-8-2019-000085,Implementation of the regulation on deep-sea fishing,Implementation of the regulation on deep-sea fishing,Written question,8,2019-01-09,,Marco AFFRONTE,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000085/E-8-2019-000085_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000085/E-8-2019-000085_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000085-ASW/E-8-2019-000085-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000085-ASW/E-8-2019-000085-ASW_en.docx,,,PE632.567,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000085
E-8-2019-000003,Human rights abuses,Human rights abuses,Written question,8,2019-01-03,,Takis HADJIGEORGIOU,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000003/E-8-2019-000003_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000003/E-8-2019-000003_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000003-ASW/E-8-2019-000003-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000003-ASW/E-8-2019-000003-ASW_en.docx,,,PE632.484,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000003
E-8-2019-000047,Threat of excessive felling in the Brazilian rainforest,Threat of excessive felling in the Brazilian rainforest,Written question,8,2019-01-08,,Jiří POSPÍŠIL,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000047/E-8-2019-000047_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000047/E-8-2019-000047_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000047-ASW/E-8-2019-000047-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000047-ASW/E-8-2019-000047-ASW_en.docx,,,PE632.528,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000047
E-8-2019-000060,Terrorism: 100 000 Islamist extremists in Europe,Terrorism: 100 000 Islamist extremists in Europe,Written question,8,2019-01-09,,Dominique MARTIN,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000060/E-8-2019-000060_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000060/E-8-2019-000060_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000060-ASW/E-8-2019-000060-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000060-ASW/E-8-2019-000060-ASW_en.docx,,,PE632.541,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000060
E-8-2019-000032,Direct payments to farmers and the relationship between companies with the same beneficial owner,Direct payments to farmers and the relationship between companies with the same beneficial owner,Written question,8,2019-01-07,,Richard SULÍK,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000032/E-8-2019-000032_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000032/E-8-2019-000032_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000032-ASW/E-8-2019-000032-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000032-ASW/E-8-2019-000032-ASW_en.docx,,,PE632.513,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000032
E-8-2019-000021,"Passenger rights, uniform application of Regulation (EC) No. 261/2004 and clarity on exceptional circumstances","Passenger rights, uniform application of Regulation (EC) No. 261/2004 and clarity on exceptional circumstances",Written question,8,2019-01-07,,Ramon TREMOSA I BALCELLS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000021/E-8-2019-000021_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000021/E-8-2019-000021_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000021-ASW/E-8-2019-000021-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000021-ASW/E-8-2019-000021-ASW_en.docx,,,PE632.502,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000021
E-8-2019-000097,VP/HR - Legal and diplomatic status of heads of EU Delegations in third countries,VP/HR - Legal and diplomatic status of heads of EU Delegations in third countries,Written question,8,2019-01-10,,Jörg MEUTHEN,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000097/E-8-2019-000097_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000097/E-8-2019-000097_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000097-ASW/E-8-2019-000097-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000097-ASW/E-8-2019-000097-ASW_en.docx,,,PE632.579,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000097
E-8-2019-000035,The Ryanair flight to Thessaloniki which landed in Romania,The Ryanair flight to Thessaloniki which landed in Romania,Written question,8,2019-01-08,,Sotirios ZARIANOPOULOS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000035/E-8-2019-000035_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000035/E-8-2019-000035_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000035-ASW/E-8-2019-000035-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000035-ASW/E-8-2019-000035-ASW_en.docx,,,PE632.516,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000035
E-8-2019-000078,VP/HR - Activities of the Ukrainian denunciation website Mirotworez,VP/HR - Activities of the Ukrainian denunciation website Mirotworez,Written question,8,2019-01-09,,Udo VOIGT,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000078/E-8-2019-000078_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000078/E-8-2019-000078_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000078-ASW/E-8-2019-000078-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000078-ASW/E-8-2019-000078-ASW_en.docx,,,PE632.559,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000078
E-8-2019-000064,Google must hand over billions lost in the 'Bermuda triangle',Google must hand over billions lost in the 'Bermuda triangle',Written question,8,2019-01-09,,Patrick LE HYARIC,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000064/E-8-2019-000064_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000064/E-8-2019-000064_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000064-ASW/E-8-2019-000064-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000064-ASW/E-8-2019-000064-ASW_en.docx,,,PE632.545,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000064
E-8-2019-000076,Construction of the Brăila-Tulcea bridge,Construction of the Brăila-Tulcea bridge,Written question,8,2019-01-09,,Siegfried MUREŞAN,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000076/E-8-2019-000076_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000076/E-8-2019-000076_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000076-ASW/E-8-2019-000076-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000076-ASW/E-8-2019-000076-ASW_en.docx,,,PE632.557,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000076
E-8-2019-000031,Battery technology and batteries for electric transport and energy storage,Battery technology and batteries for electric transport and energy storage,Written question,8,2019-01-07,,Esther DE LANGE,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000031/E-8-2019-000031_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000031/E-8-2019-000031_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000031-ASW/E-8-2019-000031-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000031-ASW/E-8-2019-000031-ASW_en.docx,,,PE632.512,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000031
E-8-2019-000063,Robots could replace 58% of jobs in France,Robots could replace 58% of jobs in France,Written question,8,2019-01-09,,Dominique MARTIN,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000063/E-8-2019-000063_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000063/E-8-2019-000063_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000063-ASW/E-8-2019-000063-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000063-ASW/E-8-2019-000063-ASW_en.docx,,,PE632.544,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000063
E-8-2019-000082,Drugs policy failure,Drugs policy failure,Written question,8,2019-01-09,,Bill ETHERIDGE,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000082/E-8-2019-000082_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000082/E-8-2019-000082_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000082-ASW/E-8-2019-000082-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000082-ASW/E-8-2019-000082-ASW_en.docx,,,PE632.564,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000082
E-8-2019-000089,Transitional period and applications for residence permits for British nationals in the EU in the event of a hard Brexit,Transitional period and applications for residence permits for British nationals in the EU in the event of a hard Brexit,Written question,8,2019-01-09,,Esther DE LANGE,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000089/E-8-2019-000089_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000089/E-8-2019-000089_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2018-006481-ASW/E-8-2018-006481-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2018-006481-ASW/E-8-2018-006481-ASW_en.docx,,,PE632.571,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000089
E-8-2019-000016,Corporate social responsibility in the Comdata Group case,Corporate social responsibility in the Comdata Group case,Written question,8,2019-01-07,,Daniele VIOTTI,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000016/E-8-2019-000016_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000016/E-8-2019-000016_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000016-ASW/E-8-2019-000016-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000016-ASW/E-8-2019-000016-ASW_en.docx,,,PE632.497,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000016
E-8-2019-000020,Cross-Border Cooperation (CBC) with Russia,Cross-Border Cooperation (CBC) with Russia,Written question,8,2019-01-07,,John Stuart AGNEW,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000020/E-8-2019-000020_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000020/E-8-2019-000020_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000020-ASW/E-8-2019-000020-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000020-ASW/E-8-2019-000020-ASW_en.docx,,,PE632.501,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000020
E-8-2019-000065,Authorisation of a Monsanto/Bayer maize despite inadequate risk assessment,Authorisation of a Monsanto/Bayer maize despite inadequate risk assessment,Written question,8,2019-01-09,,Marc TARABELLA; Eric ANDRIEU,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000065/E-8-2019-000065_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000065/E-8-2019-000065_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000065-ASW/E-8-2019-000065-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000065-ASW/E-8-2019-000065-ASW_en.docx,,,PE632.546,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000065
E-8-2019-000011,Withdrawal of US troops from Syria,Withdrawal of US troops from Syria,Written question,8,2019-01-07,,Francisco José MILLÁN MON,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000011/E-8-2019-000011_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000011/E-8-2019-000011_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000011-ASW/E-8-2019-000011-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000011-ASW/E-8-2019-000011-ASW_en.docx,,,PE632.492,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000011
E-8-2019-000061,The Commission has sent more than EUR 10 million from the European Social Fund to Chile,The Commission has sent more than EUR 10 million from the European Social Fund to Chile,Written question,8,2019-01-09,,Dominique MARTIN,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000061/E-8-2019-000061_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000061/E-8-2019-000061_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000061-ASW/E-8-2019-000061-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000061-ASW/E-8-2019-000061-ASW_en.docx,,,PE632.542,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000061
E-8-2019-000101,Unacceptable contract for the construction of Kastelli airport in Crete,Unacceptable contract for the construction of Kastelli airport in Crete,Written question,8,2019-01-10,,Kostas PAPADAKIS,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000101/E-8-2019-000101_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000101/E-8-2019-000101_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000101-ASW/E-8-2019-000101-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000101-ASW/E-8-2019-000101-ASW_en.docx,,,PE632.583,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000101
E-8-2019-000059,Uncompleted works,Uncompleted works,Written question,8,2019-01-09,,Rosa D'AMATO,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000059/E-8-2019-000059_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-8-2019-000059/E-8-2019-000059_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000059-ASW/E-8-2019-000059-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-8-2019-000059-ASW/E-8-2019-000059-ASW_en.docx,,,PE632.540,https://data.europarl.europa.eu/eli/dl/doc/E-8-2019-000059
