document_identifier,document_title,document_title_en,document_type,document_parliamentary_term,document_date,document_public_register_notation,document_creator_person,document_creator_organization,document_language,document_pdf,document_doc,document_answers_pdf,document_answers_doc,document_annexes_pdf,document_annexes_doc,document_ep_number,document_URI
E-9-2022-000035,New stability pact,New stability pact,Written question,9,2022-01-05,,Olivier Chastel,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000035/E-9-2022-000035_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000035/E-9-2022-000035_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000035-ASW/E-9-2022-000035-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000035-ASW/E-9-2022-000035-ASW_en.docx,,,PE703.795,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000035
E-9-2022-000061,Mobile network coverage and white zones in the EU,Mobile network coverage and white zones in the EU,Written question,9,2022-01-06,,Olivier Chastel,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000061/E-9-2022-000061_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000061/E-9-2022-000061_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000061-ASW/E-9-2022-000061-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000061-ASW/E-9-2022-000061-ASW_en.docx,,,PE703.821,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000061
E-9-2022-000072,Impact of empty flights on CO<sub>2</sub> emissions,Impact of empty flights on CO<sub>2</sub> emissions,Written question,9,2022-01-07,,Sira Rego,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000072/E-9-2022-000072_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000072/E-9-2022-000072_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000072-ASW/E-9-2022-000072-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000072-ASW/E-9-2022-000072-ASW_en.docx,,,PE703.832,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000072
E-9-2022-000006,Russia-US dialogue: The situation at the Ukrainian border and European security,Russia-US dialogue: The situation at the Ukrainian border and European security,Written question,9,2022-01-03,,Olivier Chastel,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000006/E-9-2022-000006_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000006/E-9-2022-000006_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000006-ASW/E-9-2022-000006-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000006-ASW/E-9-2022-000006-ASW_en.docx,,,PE700.952,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000006
E-9-2022-000056,Consequences of the presence of the private Russian Wagner Group in Mali,Consequences of the presence of the private Russian Wagner Group in Mali,Written question,9,2022-01-06,,Olivier Chastel,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000056/E-9-2022-000056_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000056/E-9-2022-000056_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000056-ASW/E-9-2022-000056-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000056-ASW/E-9-2022-000056-ASW_en.docx,,,PE703.816,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000056
E-9-2022-000042,Potential for private companies to take legal action against EU countries on grounds of environmental policy,Potential for private companies to take legal action against EU countries on grounds of environmental policy,Written question,9,2022-01-06,,Aurélia Beigneux,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000042/E-9-2022-000042_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000042/E-9-2022-000042_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000042-ASW/E-9-2022-000042-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000042-ASW/E-9-2022-000042-ASW_en.docx,,,PE703.802,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000042
E-9-2022-000110,Discrimination and anti-gypsyism on Catalan public television,Discrimination and anti-gypsyism on Catalan public television,Written question,9,2022-01-11,,Jordi Cañas,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000110/E-9-2022-000110_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000110/E-9-2022-000110_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000110-ASW/E-9-2022-000110-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000110-ASW/E-9-2022-000110-ASW_en.docx,,,PE703.871,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000110
E-9-2022-000034,Numerous fatalities on stricken refugee vessels in the Aegean Sea,Numerous fatalities on stricken refugee vessels in the Aegean Sea,Written question,9,2022-01-05,,Lefteris Nikolaou-Alavanos,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000034/E-9-2022-000034_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000034/E-9-2022-000034_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000034-ASW/E-9-2022-000034-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000034-ASW/E-9-2022-000034-ASW_en.docx,,,PE703.794,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000034
E-9-2022-000079,Countering poverty and social exclusion in the outermost regions,Countering poverty and social exclusion in the outermost regions,Written question,9,2022-01-10,,Sara Cerdas,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000079/E-9-2022-000079_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000079/E-9-2022-000079_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000079-ASW/E-9-2022-000079-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000079-ASW/E-9-2022-000079-ASW_en.docx,,,PE703.839,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000079
E-9-2022-000030,Council Regulation (EEC) No 95/93 of 18 January 1993 on common rules for the allocation of slots at Community airports,Council Regulation (EEC) No 95/93 of 18 January 1993 on common rules for the allocation of slots at Community airports,Written question,9,2022-01-05,,Olivier Chastel,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000030/E-9-2022-000030_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000030/E-9-2022-000030_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/P-9-2022-000026-ASW/P-9-2022-000026-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/P-9-2022-000026-ASW/P-9-2022-000026-ASW_en.docx,,,PE703.790,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000030
E-9-2022-000025,Conference on the Future of Europe – halfway point,Conference on the Future of Europe – halfway point,Written question,9,2022-01-05,,Roman Haider,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000025/E-9-2022-000025_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000025/E-9-2022-000025_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000025-ASW/E-9-2022-000025-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000025-ASW/E-9-2022-000025-ASW_en.docx,,,PE703.785,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000025
E-9-2022-000099,Joan of Arc: a woman and an example for Europe,Joan of Arc: a woman and an example for Europe,Written question,9,2022-01-10,,Virginie Joron,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000099/E-9-2022-000099_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000099/E-9-2022-000099_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000099-ASW/E-9-2022-000099-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000099-ASW/E-9-2022-000099-ASW_en.docx,,,PE703.859,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000099
E-9-2022-000058,Energy shortages in the EU,Energy shortages in the EU,Written question,9,2022-01-06,,Jessica Stegrud,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000058/E-9-2022-000058_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000058/E-9-2022-000058_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000058-ASW/E-9-2022-000058-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000058-ASW/E-9-2022-000058-ASW_en.docx,,,PE703.818,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000058
E-9-2022-000106,Ecological impact of large-scale farms,Ecological impact of large-scale farms,Written question,9,2022-01-11,,Sira Rego,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000106/E-9-2022-000106_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000106/E-9-2022-000106_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000106-ASW/E-9-2022-000106-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000106-ASW/E-9-2022-000106-ASW_en.docx,,,PE703.866,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000106
E-9-2022-000116,Procedure for the appointment and dismissal of the president of the Cyprus Broadcasting Corporation and measures to ensure transparency and pluralism in this sector,Procedure for the appointment and dismissal of the president of the Cyprus Broadcasting Corporation and measures to ensure transparency and pluralism in this sector,Written question,9,2022-01-11,,Giorgos Georgiou,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000116/E-9-2022-000116_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000116/E-9-2022-000116_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000116-ASW/E-9-2022-000116-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000116-ASW/E-9-2022-000116-ASW_en.docx,,,PE704.078,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000116
E-9-2022-000095,Ghost flights in the European Union,Ghost flights in the European Union,Written question,9,2022-01-10,,Giuseppe Ferrandino; Brando Benifei,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000095/E-9-2022-000095_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000095/E-9-2022-000095_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000082-ASW/E-9-2022-000082-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000082-ASW/E-9-2022-000082-ASW_en.docx,,,PE703.855,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000095
E-9-2022-000033,European Union’s common agricultural policy (2021-2027): II,European Union’s common agricultural policy (2021-2027): II,Written question,9,2022-01-05,,David McAllister,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000033/E-9-2022-000033_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000033/E-9-2022-000033_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000032-ASW/E-9-2022-000032-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000032-ASW/E-9-2022-000032-ASW_en.docx,,,PE703.793,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000033
E-9-2022-000014,Green bonds,Green bonds,Written question,9,2022-01-03,,Olivier Chastel,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000014/E-9-2022-000014_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000014/E-9-2022-000014_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000014-ASW/E-9-2022-000014-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000014-ASW/E-9-2022-000014-ASW_en.docx,,,PE694.931,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000014
E-9-2022-000032,European Union’s common agricultural policy (2021-2027): I,European Union’s common agricultural policy (2021-2027): I,Written question,9,2022-01-05,,David McAllister,,English,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000032/E-9-2022-000032_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp/E-9-2022-000032/E-9-2022-000032_en.docx,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000032-ASW/E-9-2022-000032-ASW_en.pdf,https://data.europarl.europa.eu/distribution/reds_iMaQp_Asw/E-9-2022-000032-ASW/E-9-2022-000032-ASW_en.docx,,,PE703.792,https://data.europarl.europa.eu/eli/dl/doc/E-9-2022-000032
